"age","birthSex","profile_education_level","ethnicity_new","ethnicity_new1617","w2_voted","w2_vb15","ScotPcon2014","w2_uk10"
34,"Male","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Motherwell and Wishaw",2
48,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Clackmannanshire and Dunblane",1
28,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Linlithgow",1
29,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Stirling",2
61,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Clydebank and Milngavie",2
35,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Edinburgh Northern and Leith",4
61,"Male","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Cunninghame South",2
24,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Kelvin",2
69,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dundee City West",1
72,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Ettrick, Roxburgh and Berwickshire",4
24,NA,"Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Clydesdale",2
43,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","White and Asian",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Aberdeenshire West",2
33,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Northern and Leith",2
68,"Female","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Edinburgh Western",2
72,"Female","City & Guilds certificate - advanced","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Hamilton, Larkhall and Stonehouse",2
50,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Carrick, Cumnock and Doon Valley",2
74,"Male","City & Guilds certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Strathkelvin and Bearsden",2
67,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Inverness and Nairn",2
61,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","East Lothian",2
69,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Edinburgh Pentlands",2
69,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Cowdenbeath",2
48,"Male","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Aberdeenshire East",1
69,"Female","Scottish Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Anniesland",4
54,"Female","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Almond Valley",2
60,"Female","Clerical and commercial","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","North East Fife",1
38,"Female","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Mid Fife and Glenrothes",4
45,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Renfrewshire South",1
44,"Male","Don't know","Prefer not to say",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Coatbridge and Chryston",3
56,"Male","CSE grade 1, GCE O level, GCSE, School Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Glasgow Pollok",1
37,"Female","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Falkirk East",2
55,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Dundee City East",2
45,"Female","Youth training certificate/skillseekers","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Perthshire North",1
55,"Female","Recognised trade apprenticeship completed","Any other White background",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Ayr",1
57,"Female","CSE grade 1, GCE O level, GCSE, School Certificate","Irish",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Almond Valley",1
25,"Male","University or CNAA higher degree (e.g. M.Sc, Ph.D)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Glasgow Kelvin",1
73,"Male","Scottish Ordinary/ Lower Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Moray",2
58,"Female","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Ayr",1
54,"Female","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Inverness and Nairn",1
63,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Liberal Democrat","Rutherglen",2
69,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Edinburgh Eastern",1
52,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Argyll and Bute",2
59,"Female","GCE A level or Higher Certificate","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Labour","Glasgow Shettleston",2
64,"Female","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Argyll and Bute",1
46,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Renfrewshire South",2
46,"Male","University diploma","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Midlothian South, Tweeddale and Lauderdale",1
51,"Female","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Midlothian North and Musselburgh",4
64,"Male","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Greens","Skye, Lochaber and Badenoch",4
45,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Dumfriesshire",1
31,"Male","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Clydesdale",1
59,"Male","Prefer not to say","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Argyll and Bute",1
74,"Male","Other technical, professional or higher qualification","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish Conservative and Unionist","Caithness, Sutherland and Ross",2
46,"Female","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I definitely voted in the Scottish Parliament election","Scottish National Party","Mid Fife and Glenrothes",1
84,"Male","No formal qualifications","English / Welsh / Scottish / Northern Irish / British",NA,"I did not vote in the Scottish Parliament election on 6th May",NA,"Ayr",2
